age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,% augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,est_marie,departement_Consulting,departement_Ressources Humaines,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,poste_level,freq_deplacement_level,ratio_exp_entreprise,revenu_par_age,age_group,satisfaccion_media
35,1,1281,1,1,1,0,3,2,1,3,3,3,3,0,18,0,2,3,3,3,0,0,1,True,False,False,True,False,False,False,1,0,0.5,35.583333333333336,2,3.0
23,1,2819,2,5,3,2,1,4,1,1,1,4,3,0,16,0,1,3,4,3,0,2,1,True,False,False,False,False,False,True,2,1,1.25,117.45833333333333,1,1.75
25,1,4851,0,4,3,2,4,4,2,2,3,3,4,0,22,0,1,4,8,3,1,2,1,False,False,False,True,False,False,False,5,1,1.0,186.57692307692307,1,3.0
38,0,4028,0,8,7,7,4,2,2,4,1,3,4,0,20,0,0,2,7,4,0,5,0,False,False,False,False,True,False,False,5,1,1.0,103.28205128205128,2,3.0
29,1,2720,1,10,10,7,2,1,1,4,4,3,3,0,18,0,1,5,1,4,2,8,0,True,False,False,True,False,False,False,2,2,0.9090909090909091,90.66666666666667,1,3.25
48,1,8120,3,12,2,2,2,4,2,2,4,3,3,0,12,0,0,3,2,1,2,2,1,False,False,False,False,True,False,False,5,1,4.0,165.71428571428572,3,2.75
27,0,4647,1,6,6,5,4,4,2,4,2,3,4,1,20,0,2,3,3,1,0,4,0,False,False,False,False,False,False,True,5,2,0.8571428571428571,165.96428571428572,1,3.25
37,1,4680,3,4,1,0,4,4,1,4,1,3,3,0,17,0,0,2,10,2,0,0,0,True,False,False,True,False,False,False,2,1,2.0,123.15789473684211,2,3.0
50,1,3221,1,20,20,8,4,4,1,3,3,3,3,1,11,0,3,3,28,1,3,8,1,True,False,False,False,False,False,True,1,1,0.9523809523809523,63.15686274509804,3,3.25
34,0,8621,1,9,8,7,4,2,3,2,2,4,3,0,14,0,0,3,9,3,7,7,0,True,False,False,False,False,False,True,4,1,1.0,246.31428571428572,2,3.0
24,0,4577,9,4,2,2,1,3,2,3,1,3,3,0,14,1,0,3,3,2,2,0,0,False,False,False,True,False,False,False,5,1,1.3333333333333333,183.08,1,2.0
39,0,4553,1,20,20,7,4,2,2,3,1,3,3,0,11,0,0,4,2,4,11,10,0,True,False,True,False,False,False,False,4,1,0.9523809523809523,113.825,2,2.75
32,1,5396,1,10,10,7,4,3,2,4,4,2,3,0,12,0,0,2,10,3,0,8,0,False,False,False,False,True,False,False,5,1,0.9090909090909091,163.5151515151515,2,3.5
50,1,6796,3,18,4,3,2,3,2,3,1,3,3,1,14,1,1,4,8,2,1,3,1,False,False,True,False,False,False,False,5,2,3.6,133.2549019607843,3,2.25
38,0,7625,0,10,9,7,2,4,2,4,3,2,3,0,13,0,0,4,1,4,1,8,0,True,False,False,True,False,False,False,4,1,1.0,195.51282051282053,2,2.75
27,0,7412,1,9,9,7,3,3,3,1,4,3,3,0,11,0,0,3,1,2,0,7,1,True,False,False,True,False,False,False,3,1,0.9,264.7142857142857,1,2.75
32,0,11159,3,10,7,7,3,3,3,4,4,3,3,0,15,0,0,6,3,2,7,7,0,True,False,False,True,False,False,False,7,1,1.25,338.1515151515151,2,3.5
47,1,4960,2,20,7,7,4,3,2,1,4,3,3,0,12,0,0,2,14,4,1,7,0,False,False,False,False,True,False,False,5,1,2.5,103.33333333333333,3,3.0
40,1,10475,5,20,18,13,4,2,3,1,3,3,4,1,21,0,1,2,5,4,1,12,1,False,False,False,True,False,False,False,5,2,1.0526315789473684,255.4878048780488,2,2.75
53,1,14814,3,32,5,1,3,4,4,3,3,3,3,0,19,0,0,3,7,3,1,3,1,True,False,False,True,False,False,False,7,1,5.333333333333333,274.3333333333333,4,3.0
41,1,19141,3,23,21,6,2,2,5,4,2,2,3,0,15,0,3,2,10,4,12,6,0,False,True,False,False,False,True,False,8,1,1.0454545454545454,455.73809523809524,3,2.5
60,1,5405,8,10,2,2,1,3,2,1,4,3,3,0,14,0,0,1,16,4,2,2,0,False,False,False,False,True,False,False,5,1,3.3333333333333335,88.60655737704919,4,2.25
27,1,8793,1,9,9,7,4,3,3,1,3,2,4,0,21,0,2,4,10,2,1,7,0,True,False,False,True,False,False,False,3,2,0.9,314.0357142857143,1,2.5
41,1,19189,1,22,22,7,4,2,5,3,2,3,3,0,12,0,1,3,1,3,2,10,1,False,True,False,False,False,True,False,8,1,0.9565217391304348,456.8809523809524,3,3.0
50,1,3875,7,4,2,2,4,3,1,2,4,3,3,0,15,0,1,2,8,4,2,2,1,False,False,False,False,True,False,False,6,1,1.3333333333333333,75.98039215686275,3,3.25
28,0,2216,7,10,7,7,1,1,1,2,4,3,3,1,13,1,0,4,1,2,3,7,0,True,False,False,True,False,False,False,2,1,1.25,76.41379310344827,1,2.5
36,0,11713,9,10,8,7,1,4,3,1,1,3,3,0,14,0,1,2,8,3,0,5,1,True,False,False,True,False,False,False,7,0,1.1111111111111112,316.56756756756755,2,1.5
38,0,7861,4,10,1,0,3,3,3,3,4,4,3,1,14,0,0,4,1,3,0,0,0,True,False,False,True,False,False,False,3,1,5.0,201.56410256410257,2,3.5
44,1,3708,2,9,5,2,1,1,1,3,3,3,3,0,14,0,0,5,24,3,1,4,0,True,False,False,False,False,False,True,1,0,1.5,82.4,3,2.5
47,0,13770,9,28,22,2,4,3,4,3,4,2,3,1,12,0,2,2,3,3,11,13,0,False,False,False,False,False,False,True,5,2,1.2173913043478262,286.875,3,3.25
30,1,5304,7,10,8,7,3,3,2,4,4,2,4,0,23,0,1,2,27,5,7,7,0,False,False,False,False,True,False,False,5,1,1.1111111111111112,171.09677419354838,1,3.25
29,1,2642,1,1,1,0,3,3,1,3,3,3,3,0,11,0,0,6,10,3,0,0,0,False,False,False,True,False,False,False,6,1,0.5,88.06666666666666,1,3.0
42,1,2759,6,7,2,2,3,4,1,3,4,3,3,1,12,1,0,2,19,3,2,2,0,True,False,False,False,False,False,True,2,2,2.3333333333333335,64.16279069767442,3,3.25
43,1,6804,3,7,2,2,4,2,2,4,3,3,3,0,18,0,1,5,15,3,2,2,1,False,False,False,True,False,False,False,5,2,2.3333333333333335,154.63636363636363,3,3.5
34,0,6142,3,10,5,1,2,3,2,3,4,3,3,0,11,0,0,2,8,2,4,3,0,True,False,False,False,False,False,True,4,1,1.6666666666666667,175.4857142857143,2,3.0
23,1,2500,1,5,4,3,2,3,1,1,4,4,3,0,14,0,1,2,9,1,0,2,1,True,False,False,False,False,False,True,1,1,1.0,104.16666666666667,1,2.75
39,0,6389,9,12,8,3,3,4,2,2,3,1,3,0,15,0,1,3,3,3,3,6,1,False,True,False,False,False,True,False,4,1,1.3333333333333333,159.725,2,2.25
56,1,11103,7,30,10,7,3,3,4,4,3,2,3,0,11,0,0,1,9,3,1,1,1,True,False,False,False,False,False,True,4,1,2.727272727272727,194.78947368421052,4,3.0
40,0,2342,0,5,4,2,4,2,1,4,4,2,4,1,20,0,0,2,2,1,2,3,0,True,False,False,False,False,False,True,2,1,1.0,57.1219512195122,2,3.5
27,0,6811,8,9,7,6,4,2,2,1,1,1,3,0,19,0,0,2,7,3,0,7,0,True,False,False,False,False,False,True,4,1,1.125,243.25,1,1.75
29,1,2297,1,2,2,2,4,3,1,2,4,3,3,0,14,0,2,2,10,3,2,2,0,False,False,False,False,True,False,False,6,1,0.6666666666666666,76.56666666666666,1,3.25
53,1,2450,2,19,2,2,4,3,2,4,4,3,3,0,17,0,0,4,6,3,2,2,0,True,False,False,True,False,False,False,1,1,6.333333333333333,45.370370370370374,4,3.75
35,0,5093,2,16,1,0,4,3,2,1,1,4,3,0,11,0,1,2,2,4,0,0,0,True,False,False,True,False,False,False,4,0,8.0,141.47222222222223,2,2.5
32,1,5309,1,10,10,8,1,3,2,4,4,3,3,0,15,0,2,2,24,4,4,7,1,True,False,False,True,False,False,False,1,2,0.9090909090909091,160.87878787878788,2,3.0
38,1,3057,6,6,1,0,4,3,1,3,2,1,3,1,13,0,1,0,2,5,0,1,1,True,False,False,False,False,False,True,2,1,3.0,78.38461538461539,2,2.5
34,0,5121,3,7,0,0,2,3,2,1,3,3,3,0,14,0,1,3,8,5,0,0,0,True,False,False,True,False,False,False,3,1,7.0,146.31428571428572,2,2.25
52,1,16856,1,34,34,6,3,2,4,1,1,4,3,0,11,0,0,3,3,4,1,16,1,False,False,False,False,True,False,False,8,1,0.9714285714285714,318.0377358490566,4,2.25
33,1,2686,1,10,10,9,4,3,1,4,3,2,3,1,13,1,0,2,1,4,7,8,0,True,False,False,False,False,False,False,2,1,0.9090909090909091,79.0,2,3.25
25,0,6180,1,6,6,5,3,3,2,4,2,2,4,0,23,0,0,5,26,1,1,4,0,False,False,False,False,False,False,True,5,1,0.8571428571428571,237.69230769230768,1,2.75
45,1,6632,0,9,8,7,2,1,2,3,1,3,3,0,13,0,0,3,2,2,3,1,0,False,False,True,False,False,False,False,6,1,1.0,144.17391304347825,3,2.25
23,1,3505,1,2,2,2,1,4,1,3,4,3,3,0,18,0,0,3,10,1,0,2,0,True,False,False,False,False,False,True,2,1,0.6666666666666666,146.04166666666666,1,2.75
47,0,6397,4,8,5,4,2,4,2,3,4,3,3,1,12,1,0,2,27,2,1,3,0,False,False,False,True,False,False,False,5,2,1.3333333333333333,133.27083333333334,3,3.0
34,1,6274,1,6,6,5,4,3,2,4,3,3,4,0,22,0,0,5,2,3,1,4,0,False,False,False,False,False,False,False,5,1,0.8571428571428571,179.25714285714287,2,3.5
55,1,19859,5,24,5,2,4,3,5,1,4,3,3,1,13,1,1,2,2,3,1,4,1,True,False,False,False,False,False,True,8,1,4.0,354.625,4,3.0
36,1,7587,1,10,10,7,1,2,3,1,2,3,3,0,15,0,0,1,8,4,0,9,0,False,False,False,True,False,False,False,5,0,0.9090909090909091,205.05405405405406,2,1.75
52,1,4258,0,5,4,3,4,3,1,4,1,3,3,0,18,0,1,3,19,4,1,2,1,True,False,False,False,False,False,True,2,0,1.0,80.33962264150944,4,3.0
26,0,4364,3,5,2,2,1,1,1,4,1,3,3,0,14,0,1,2,1,2,2,0,0,True,False,False,True,False,False,False,1,2,1.6666666666666667,161.62962962962962,1,2.25
29,0,4335,4,11,8,7,2,3,2,3,1,2,3,0,12,0,1,3,27,3,1,1,1,True,False,False,False,False,False,True,4,1,1.2222222222222223,144.5,1,2.0
26,1,5326,6,6,4,3,4,2,2,1,3,2,3,0,17,1,0,2,8,3,1,2,0,False,False,True,False,False,False,False,5,1,1.2,197.25925925925927,1,2.5
34,0,3280,2,10,4,2,2,4,1,4,3,3,3,0,16,0,0,2,1,4,1,3,0,True,False,False,True,False,False,False,2,1,2.0,93.71428571428571,2,3.0
54,0,5485,9,9,5,3,4,3,2,1,2,3,3,1,11,0,2,4,19,4,1,4,0,True,False,False,False,False,False,True,3,1,1.5,99.72727272727273,4,2.5
27,1,4342,0,5,4,2,3,3,2,4,2,3,3,0,19,0,1,3,8,1,1,1,1,False,False,False,False,True,False,False,5,2,1.0,155.07142857142858,1,3.0
37,0,2782,0,6,5,3,4,3,1,1,2,2,3,1,13,0,2,3,10,1,4,3,0,True,False,False,True,False,False,False,2,1,1.0,73.21052631578948,2,2.25
38,0,5980,6,17,15,7,1,4,2,1,4,3,3,1,12,0,0,2,2,4,4,12,0,True,False,False,True,False,False,False,3,2,1.0625,153.33333333333334,2,2.25
34,0,4381,1,6,6,5,3,2,1,1,3,3,3,0,11,0,0,3,2,4,1,3,0,True,False,False,False,False,False,True,2,1,0.8571428571428571,125.17142857142858,2,2.5
35,0,2572,1,3,3,2,1,3,1,4,2,2,3,0,16,0,1,1,8,4,0,2,1,False,False,False,True,False,False,False,6,1,0.75,71.44444444444444,2,2.25
30,1,3833,3,7,2,2,4,1,1,3,3,3,4,0,21,0,2,2,1,3,0,2,1,True,False,False,True,False,False,False,1,1,2.3333333333333335,123.64516129032258,1,3.25
40,0,4244,1,8,8,7,3,4,2,2,4,3,4,0,24,0,1,2,2,2,3,7,1,True,False,False,False,False,False,True,4,2,0.8888888888888888,103.51219512195122,2,3.0
34,0,6500,5,6,3,2,3,3,2,1,2,3,3,0,17,0,1,1,8,2,1,2,1,False,False,False,True,False,False,False,5,1,1.5,185.71428571428572,2,2.25
42,1,18430,1,24,24,7,2,3,5,4,2,2,3,0,13,0,1,4,8,3,14,9,0,True,False,False,True,False,False,False,8,2,0.96,428.6046511627907,3,2.5
23,1,1601,1,1,0,0,3,4,1,1,3,3,4,1,21,1,2,2,6,3,0,0,1,True,False,False,True,False,False,False,1,1,1.0,66.70833333333333,1,2.5
24,1,2694,1,1,1,0,3,2,1,2,3,3,3,0,11,0,3,4,9,3,0,0,0,True,False,False,True,False,False,False,1,0,0.5,107.76,1,2.75
52,0,3149,8,9,5,2,4,3,2,3,2,3,4,0,20,0,1,3,11,4,1,4,1,True,False,False,True,False,False,False,1,1,1.5,59.41509433962264,4,3.0
50,1,17639,5,30,4,3,3,3,4,3,4,3,3,0,16,0,0,3,2,3,0,3,1,True,False,False,False,False,False,True,7,1,6.0,345.8627450980392,3,3.25
29,0,2319,1,1,1,0,2,2,1,1,4,3,3,1,11,1,1,1,1,2,0,0,1,True,False,False,True,False,False,False,1,1,0.5,77.3,1,2.5
33,1,11691,0,14,13,9,3,3,3,3,4,4,3,0,11,0,0,3,7,3,3,7,1,True,False,False,False,False,False,True,7,1,1.0,343.8529411764706,2,3.5
33,0,5324,5,6,3,2,1,3,2,1,3,3,3,0,15,1,0,3,16,3,0,2,0,False,False,False,False,True,False,False,5,1,1.5,156.58823529411765,2,2.0
47,0,16752,1,26,26,14,3,3,4,4,3,2,3,1,11,0,1,3,2,2,3,0,1,True,False,False,False,False,False,False,8,1,0.9629629629629629,349.0,3,3.0
36,0,5228,0,10,9,7,3,3,2,2,1,3,3,0,15,0,1,2,1,3,0,5,1,True,False,False,False,False,False,False,3,1,1.0,141.2972972972973,2,2.25
29,1,2700,1,10,10,7,3,4,1,3,3,3,4,0,24,0,1,3,23,2,0,7,1,True,False,False,True,False,False,False,2,1,0.9090909090909091,90.0,1,3.0
58,1,19246,7,40,31,15,4,3,5,2,4,3,3,1,12,1,0,2,2,4,13,8,0,True,False,False,True,False,False,False,7,1,1.25,326.20338983050846,4,3.25
35,0,2506,3,7,2,2,4,4,1,3,3,3,3,0,13,0,0,0,1,4,2,2,0,True,False,False,True,False,False,False,2,1,2.3333333333333335,69.61111111111111,2,3.25
42,0,6062,9,8,4,3,4,2,2,4,4,3,3,1,13,0,1,4,1,2,0,2,1,True,False,False,True,False,False,False,3,1,1.6,140.97674418604652,3,3.75
28,1,4382,6,5,2,2,3,3,1,3,4,2,3,0,17,1,0,3,2,4,2,1,0,True,False,False,False,False,False,True,2,1,1.6666666666666667,151.10344827586206,1,3.0
36,1,2143,4,8,5,2,3,3,1,2,2,3,3,0,13,0,1,2,13,3,0,4,1,False,True,False,False,False,True,False,4,1,1.3333333333333333,57.91891891891892,2,2.5
32,0,6162,1,14,14,13,3,2,2,3,3,3,3,0,12,0,1,3,4,3,6,8,1,True,False,False,True,False,False,False,3,1,0.9333333333333333,186.72727272727272,2,3.0
40,1,5094,6,10,1,0,1,2,2,3,4,3,3,0,14,0,0,6,16,4,0,0,0,True,False,False,False,False,False,True,1,2,5.0,124.2439024390244,2,2.75
30,0,6877,5,12,0,0,3,2,2,4,2,2,4,1,24,0,0,4,2,3,0,0,0,True,False,False,False,False,False,True,3,1,12.0,221.83870967741936,1,2.75
45,0,2274,1,1,1,0,2,2,1,3,4,3,3,0,14,0,0,3,2,3,0,0,0,True,False,False,True,False,False,False,2,1,0.5,49.43478260869565,3,3.0
42,1,4434,1,10,9,8,2,3,2,2,4,2,3,0,13,0,1,3,29,3,7,8,1,True,False,False,True,False,False,False,3,1,1.0,103.11627906976744,3,2.5
38,1,6288,2,13,4,3,1,2,2,1,3,2,3,0,15,0,1,3,12,3,1,2,0,True,False,False,True,False,False,False,4,2,2.6,161.23076923076923,2,1.75
34,0,2553,1,6,5,2,3,2,1,4,3,3,3,0,16,0,0,3,16,4,1,3,0,True,False,False,True,False,False,False,2,2,1.0,72.94285714285714,2,3.25
49,0,7654,1,9,9,8,3,3,3,4,1,4,3,0,18,1,2,3,11,3,7,7,1,False,False,False,False,True,False,False,5,1,0.9,153.08,3,3.0
55,1,5160,4,12,9,7,3,3,2,4,3,2,3,0,16,1,0,3,2,1,7,3,0,False,False,False,False,False,False,True,5,1,1.2,92.14285714285714,4,3.0
43,1,17159,6,22,4,1,2,3,4,1,3,3,4,0,24,0,1,3,14,2,1,0,1,True,False,False,True,False,False,False,7,1,4.4,389.97727272727275,3,2.25
27,1,12808,1,9,9,8,3,2,3,4,2,3,3,1,16,0,1,3,5,1,0,8,0,True,False,True,False,False,False,False,7,1,0.9,457.42857142857144,1,3.0
35,1,10221,3,17,8,5,3,3,3,3,2,4,4,0,21,0,0,3,7,3,1,6,0,True,False,False,False,False,False,False,3,1,1.8888888888888888,283.9166666666667,2,3.0
28,0,4779,1,8,8,7,2,3,2,2,1,3,4,1,20,0,0,2,2,4,7,5,1,False,False,False,False,True,False,False,5,1,0.8888888888888888,164.79310344827587,1,2.0
34,1,3737,0,4,3,2,3,3,1,4,3,1,3,0,19,0,1,1,3,2,0,2,1,False,True,False,False,False,True,False,4,1,1.0,106.77142857142857,2,2.75
26,0,2366,1,8,8,7,3,2,1,3,1,3,3,1,14,1,1,2,5,2,1,7,1,True,False,False,False,False,False,True,2,2,0.8888888888888888,87.62962962962963,1,2.5
27,1,1706,1,0,0,0,4,3,1,4,3,2,3,0,11,0,3,6,3,3,0,0,1,True,False,False,False,False,False,True,2,0,0.0,60.92857142857143,1,3.25
51,0,16307,2,29,20,6,1,3,4,3,3,2,3,0,14,0,1,2,26,4,4,17,1,False,False,False,False,True,False,False,8,1,1.380952380952381,313.59615384615387,4,2.25
44,1,5933,9,10,5,2,4,3,2,2,4,2,3,0,12,0,0,2,4,3,2,3,0,True,False,False,False,False,False,True,4,1,1.6666666666666667,131.84444444444443,3,3.0
25,1,3424,7,6,4,3,1,4,1,1,3,2,3,0,13,0,0,3,2,1,0,1,0,True,False,False,False,False,False,True,2,1,1.2,131.69230769230768,1,1.75
33,1,4037,1,9,9,8,1,4,2,1,1,3,4,0,22,0,1,5,1,3,0,8,0,False,False,False,False,False,False,True,5,1,0.9,118.73529411764706,2,1.5
35,0,2559,1,6,6,5,3,2,1,1,4,2,3,0,11,0,0,3,27,1,1,1,0,True,False,False,False,False,False,True,2,1,0.8571428571428571,71.08333333333333,2,2.5
36,1,6201,1,18,18,14,2,3,2,4,4,2,3,1,14,0,1,1,1,2,4,11,1,False,False,False,True,False,False,False,5,1,0.9473684210526315,167.59459459459458,2,3.0
32,1,4403,2,8,5,2,2,3,2,4,3,2,3,0,11,0,1,3,13,4,0,3,0,False,False,False,True,False,False,False,5,1,1.3333333333333333,133.42424242424244,2,2.75
30,1,3761,9,10,5,4,2,2,1,4,2,2,3,0,12,0,1,3,5,4,0,3,0,True,False,False,True,False,False,False,2,2,1.6666666666666667,121.3225806451613,1,2.5
53,0,10934,7,35,5,2,1,2,3,4,4,3,3,1,18,0,1,3,7,2,0,4,1,False,False,False,False,True,False,False,5,1,5.833333333333333,202.4814814814815,4,3.0
45,1,10761,4,18,5,4,4,3,3,1,3,3,3,1,12,0,1,2,9,3,0,2,0,False,False,False,False,True,False,False,5,1,3.0,233.93478260869566,3,2.75
32,0,5175,5,9,5,3,3,4,2,3,3,2,3,0,12,0,1,3,8,2,1,3,1,True,False,False,False,False,False,True,2,1,1.5,156.8181818181818,2,2.75
52,0,13826,3,31,9,8,3,2,4,4,3,3,4,0,22,0,0,3,25,4,0,0,1,True,False,False,False,False,False,True,3,2,3.1,260.8679245283019,4,3.25
37,1,6334,4,9,1,0,4,2,2,3,4,3,3,0,19,0,2,2,16,4,0,0,0,False,False,False,False,True,False,False,5,1,4.5,166.68421052631578,2,3.5
28,1,4936,1,6,5,1,2,2,1,4,4,3,3,0,13,0,1,6,8,2,0,4,0,False,True,False,False,False,False,True,4,1,1.0,170.20689655172413,1,3.25
22,1,4775,6,4,2,2,4,2,2,4,1,1,4,0,22,0,2,2,1,2,2,2,1,True,False,False,True,False,False,False,3,1,1.3333333333333333,207.6086956521739,1,2.5
44,1,2818,2,10,3,2,1,4,1,4,3,2,4,1,24,0,1,2,8,4,0,2,1,True,False,False,True,False,False,False,1,1,2.5,62.62222222222222,3,2.5
42,1,2515,5,8,2,1,2,3,1,4,4,3,3,1,14,0,0,2,2,1,2,2,0,True,False,False,False,False,False,True,2,2,2.6666666666666665,58.48837209302326,3,3.25
36,1,2342,0,6,5,4,1,2,1,1,3,3,4,0,21,0,0,3,8,3,0,3,1,False,True,False,True,False,False,False,4,1,1.0,63.2972972972973,2,2.0
25,1,4194,1,5,5,3,3,3,2,1,4,3,3,1,18,0,0,3,3,1,0,3,1,False,False,False,False,False,False,False,5,1,0.8333333333333334,161.30769230769232,1,2.75
35,0,10685,1,17,17,14,4,2,3,3,2,3,4,1,20,0,1,2,9,3,5,15,1,True,False,False,True,False,False,False,3,1,0.9444444444444444,296.80555555555554,2,3.0
35,0,2022,1,10,10,2,4,3,1,2,1,2,3,1,19,1,1,3,25,4,7,8,0,True,False,False,True,False,False,False,2,2,0.9090909090909091,56.166666666666664,2,2.25
32,1,2314,0,4,3,0,4,3,1,4,2,3,3,0,12,0,1,2,1,3,0,2,0,True,False,False,True,False,False,False,1,0,1.0,70.12121212121212,2,3.25
25,1,4256,1,5,5,2,3,2,2,1,1,4,3,0,12,0,0,1,4,1,0,3,1,False,False,False,False,True,False,False,5,1,0.8333333333333334,163.69230769230768,1,2.25
49,0,3580,2,7,4,2,3,3,1,1,2,3,3,0,16,0,1,2,1,3,0,2,1,True,False,True,False,False,False,False,2,1,1.4,71.6,3,2.25
24,1,3162,0,6,5,2,1,2,1,4,4,2,3,0,17,0,0,2,4,1,3,4,1,True,False,False,True,False,False,False,1,0,1.0,126.48,1,2.75
32,1,6524,1,10,10,8,2,3,2,2,4,3,3,0,14,0,1,3,5,2,5,3,1,False,False,False,True,False,False,False,5,2,0.9090909090909091,197.6969696969697,2,2.75
38,1,2899,0,3,2,2,2,2,1,2,4,3,3,0,19,0,1,3,9,3,1,2,1,False,False,False,False,True,False,False,6,1,1.0,74.33333333333333,2,2.75
42,0,5231,2,17,5,3,3,4,2,4,2,2,3,1,13,0,1,1,3,3,1,3,1,True,False,False,True,False,False,False,1,1,2.8333333333333335,121.65116279069767,3,2.75
31,1,2356,3,8,6,4,4,3,1,4,2,3,3,1,19,0,1,2,11,4,0,2,1,True,False,False,True,False,False,False,2,1,1.1428571428571428,73.625,2,3.25
29,0,2800,6,5,3,2,2,2,1,3,3,3,3,1,19,1,3,3,1,3,0,2,0,False,False,False,False,False,False,True,6,1,1.25,93.33333333333333,1,2.75
53,1,11836,5,28,2,0,1,3,4,4,3,3,3,0,14,0,1,3,8,3,2,2,1,False,False,False,False,True,False,False,5,1,9.333333333333334,219.1851851851852,4,2.75
35,1,10903,3,16,13,10,4,2,3,2,1,3,3,0,16,0,0,2,25,3,4,8,1,True,False,True,False,False,False,False,3,1,1.1428571428571428,302.8611111111111,2,2.5
37,0,2973,5,10,5,4,3,3,1,4,2,3,3,0,15,0,1,3,21,2,0,0,1,False,False,False,False,False,False,True,6,2,1.6666666666666667,78.23684210526316,2,3.0
53,0,14275,6,33,12,9,4,3,4,4,3,3,3,0,18,0,0,0,23,4,3,8,0,True,False,False,True,False,False,False,7,1,2.5384615384615383,264.35185185185185,4,3.5
43,0,5562,4,12,5,2,4,3,2,4,2,2,3,0,13,0,1,2,1,3,2,2,1,True,False,False,True,False,False,False,4,2,2.0,126.4090909090909,3,3.0
47,0,4537,0,8,7,6,3,3,2,4,1,3,4,1,22,0,1,2,2,2,7,7,1,False,False,False,False,True,False,False,5,1,1.0,94.52083333333333,3,2.75
37,1,7642,1,10,10,0,1,3,3,2,4,3,3,1,13,0,0,2,19,2,0,9,0,False,False,False,False,False,False,True,5,0,0.9090909090909091,201.10526315789474,2,2.5
50,1,17924,1,31,31,6,1,3,4,1,4,3,3,0,11,0,1,3,2,4,14,7,0,True,False,False,True,False,False,False,8,0,0.96875,351.45098039215685,3,2.25
39,0,5204,8,13,5,4,4,2,2,4,3,3,3,0,11,0,2,2,2,3,0,4,1,False,True,False,True,False,False,False,4,1,2.1666666666666665,130.1,2,3.5
33,1,2277,3,7,4,3,4,3,1,2,3,4,3,1,11,0,1,4,3,2,0,3,0,False,True,False,False,False,True,False,4,1,1.4,66.97058823529412,2,3.25
32,1,2795,1,1,1,0,1,3,1,4,3,1,4,1,24,1,0,2,25,4,0,1,0,True,False,False,True,False,False,False,1,1,0.5,84.6969696969697,2,2.25
29,0,2532,6,8,4,3,1,2,1,4,3,3,3,0,14,0,3,5,7,1,0,3,0,True,False,False,False,False,False,True,1,1,1.6,84.4,1,2.75
44,1,2559,1,8,8,7,2,3,1,1,4,3,3,1,13,0,0,0,9,2,7,1,1,True,False,False,True,False,False,False,2,1,0.8888888888888888,56.86666666666667,3,2.5
28,1,4908,1,4,4,2,1,3,2,4,2,3,3,0,14,0,0,3,5,4,0,2,0,False,False,False,False,False,False,True,5,1,0.8,169.24137931034483,1,2.5
58,1,2380,9,3,1,0,4,2,1,4,4,2,3,1,14,1,1,3,2,1,0,0,0,True,False,False,True,False,False,False,1,2,1.5,40.33898305084746,4,3.5
43,0,4765,4,4,1,0,1,3,2,2,3,4,4,0,21,0,1,2,8,3,0,0,0,True,False,False,True,False,False,False,3,1,2.0,108.29545454545455,3,2.5
20,0,2044,1,2,2,2,3,2,1,3,4,2,3,0,13,1,0,3,2,3,0,2,0,False,False,False,False,False,False,True,6,1,0.6666666666666666,97.33333333333333,0,3.0
21,0,2693,1,1,1,0,4,3,1,4,1,2,3,0,19,1,0,3,18,1,0,0,0,True,False,False,False,False,False,False,2,1,0.5,122.4090909090909,1,2.75
36,1,6586,0,17,16,8,3,3,2,4,1,2,3,1,17,0,1,2,14,1,4,11,1,True,False,False,True,False,False,False,4,1,1.0,178.0,2,2.5
47,0,3294,1,3,3,2,4,2,1,4,1,2,3,1,18,0,0,3,2,4,1,2,0,False,False,False,True,False,False,False,6,1,0.75,68.625,3,2.75
22,0,4171,0,4,3,2,2,3,2,3,1,4,3,1,19,1,1,3,3,1,0,2,1,True,False,False,True,False,False,False,3,1,1.0,181.34782608695653,1,2.5
41,0,2778,4,10,7,7,2,1,1,4,3,2,3,1,13,1,1,1,2,4,1,0,0,True,False,False,True,False,False,False,1,1,1.25,66.14285714285714,3,2.75
28,0,2377,5,6,2,2,3,3,1,3,2,3,3,0,18,0,1,2,9,3,2,2,0,True,False,False,False,False,False,True,2,1,2.0,81.96551724137932,1,2.75
39,1,2404,7,8,2,2,4,3,1,1,4,1,4,1,21,1,0,2,6,3,2,2,1,True,False,False,False,False,False,True,1,1,2.6666666666666665,60.1,2,2.5
27,0,2318,1,1,1,1,2,3,1,3,3,3,3,0,19,0,0,2,4,3,0,0,0,True,False,False,True,False,False,False,2,1,0.5,82.78571428571429,1,2.75
